"Zip","Latitude","Longitude","LatLong","StateCode"
"00683",18.099194,-67.022630,"18.099194:-67.022630","NJ"
"00703",18.262566,-66.129629,"18.262566:-66.129629","NJ"
"01069",42.192062,-72.307682,"42.192062:-72.307682","ME"
"01079",42.196800,-72.327100,"42.196800:-72.327100","NJ"
"01450",42.616190,-71.576808,"42.616190:-71.576808","MA"
"01463",42.665524,-71.599356,"42.665524:-71.599356","MA"
"01463",42.665524,-71.599356,"42.665524:-71.599356","NH"
"01474",42.669670,-71.743376,"42.669670:-71.743376","MA"
"01720",42.484174,-71.439501,"42.484174:-71.439501","MA"
"01730",42.499880,-71.275308,"42.499880:-71.275308","MA"
"01749",42.389119,-71.538802,"42.389119:-71.538802","MA"
"01810",42.649578,-71.166028,"42.649578:-71.166028","MA"
"01821",42.549069,-71.255880,"42.549069:-71.255880","MA"
"01824",42.587771,-71.351760,"42.587771:-71.351760","MA"
"01826",42.692560,-71.309028,"42.692560:-71.309028","MA"
"01830",42.795190,-71.055630,"42.795190:-71.055630","MA"
"01832",42.791176,-71.129295,"42.791176:-71.129295","MA"
"01841",42.708653,-71.163282,"42.708653:-71.163282","MA"
"01843",42.691573,-71.161102,"42.691573:-71.161102","MA"
"01844",42.731861,-71.185780,"42.731861:-71.185780","MA"
"01850",42.655639,-71.303458,"42.655639:-71.303458","MA"
"01851",42.624348,-71.339113,"42.624348:-71.339113","NH"
"01851",42.624348,-71.339113,"42.624348:-71.339113","MA"
"01852",42.628515,-71.296476,"42.628515:-71.296476","MA"
"01854",42.649275,-71.346363,"42.649275:-71.346363","MA"
"01862",42.568284,-71.292290,"42.568284:-71.292290","MA"
"01863",42.631398,-71.388618,"42.631398:-71.388618","MA"
"01876",42.611064,-71.231595,"42.611064:-71.231595","MA"
"01879",42.658821,-71.432972,"42.658821:-71.432972","MA"
"01886",42.588996,-71.441744,"42.588996:-71.441744","MA"
"01887",42.565327,-71.174652,"42.565327:-71.174652","MA"
"02149",42.405952,-71.051671,"42.405952:-71.051671","MA"
"02881",41.480326,-71.518988,"41.480326:-71.518988","NJ"
"03051",42.761768,-71.412573,"42.761768:-71.412573","NH"
"03053",42.873066,-71.390857,"42.873066:-71.390857","NH"
"03060",42.734521,-71.462396,"42.734521:-71.462396","NH"
"03062",42.730416,-71.494756,"42.730416:-71.494756","NH"
"03076",42.741088,-71.316056,"42.741088:-71.316056","MA"
"03076",42.741088,-71.316056,"42.741088:-71.316056","NH"
"03087",42.805495,-71.301507,"42.805495:-71.301507","NH"
"03455",42.908073,-72.171202,"42.908073:-72.171202","NJ"
"03781",43.536563,-72.283530,"43.536563:-72.283530","NH"
"03833",42.961445,-70.987972,"42.961445:-70.987972","NH"
"05039",44.028081,-72.293180,"44.028081:-72.293180","NJ"
"05156",43.316838,-72.469962,"43.316838:-72.469962","VT"
"05401",44.484133,-73.247857,"44.484133:-73.247857","VT"
"05402",44.475600,-73.212600,"44.475600:-73.212600","VT"
"05403",44.454475,-73.184981,"44.454475:-73.184981","VT"
"05404",44.494860,-73.183567,"44.494860:-73.183567","VT"
"05408",44.511264,-73.243959,"44.511264:-73.243959","VT"
"05440",44.928483,-73.273280,"44.928483:-73.273280","VT"
"05443",44.156921,-73.030774,"44.156921:-73.030774","VT"
"05445",44.311093,-73.236224,"44.311093:-73.236224","VT"
"05446",44.550854,-73.229872,"44.550854:-73.229872","VT"
"05450",44.897955,-72.794758,"44.897955:-72.794758","VT"
"05452",44.510763,-73.052832,"44.510763:-73.052832","VT"
"05454",44.716346,-73.017241,"44.716346:-73.017241","VT"
"05455",44.809174,-72.969978,"44.809174:-72.969978","VT"
"05456",44.212922,-73.266968,"44.212922:-73.266968","VT"
"05458",44.723144,-73.299926,"44.723144:-73.299926","VT"
"05461",44.315623,-73.090922,"44.315623:-73.090922","VT"
"05462",44.291683,-72.960950,"44.291683:-72.960950","VT"
"05464",44.641023,-72.813533,"44.641023:-72.813533","VT"
"05465",44.467400,-72.917804,"44.467400:-72.917804","VT"
"05466",44.383600,-72.938200,"44.383600:-72.938200","VT"
"05468",44.663734,-73.147455,"44.663734:-73.147455","VT"
"05469",44.238800,-73.148300,"44.238800:-73.148300","VT"
"05473",44.244494,-73.203646,"44.244494:-73.203646","VT"
"05474",44.838791,-73.275228,"44.838791:-73.275228","VT"
"05476",44.955183,-72.650886,"44.955183:-72.650886","VT"
"05477",44.388236,-72.950571,"44.388236:-72.950571","VT"
"05478",44.818326,-73.126686,"44.818326:-73.126686","VT"
"05482",44.394886,-73.230426,"44.394886:-73.230426","VT"
"05486",44.625673,-73.309252,"44.625673:-73.309252","VT"
"05488",44.902072,-73.133964,"44.902072:-73.133964","VT"
"05489",44.549550,-72.891354,"44.549550:-72.891354","VT"
"05491",44.125631,-73.305775,"44.125631:-73.305775","VT"
"05492",44.719678,-72.766420,"44.719678:-72.766420","VT"
"05494",44.603384,-73.027348,"44.603384:-73.027348","VT"
"05495",44.424416,-73.087094,"44.424416:-73.087094","VT"
"05602",44.279964,-72.609412,"44.279964:-72.609412","VT"
"05641",44.184388,-72.447615,"44.184388:-72.447615","VT"
"05651",44.281498,-72.496098,"44.281498:-72.496098","VT"
"05661",44.541157,-72.637343,"44.541157:-72.637343","VT"
"05672",44.480794,-72.717655,"44.480794:-72.717655","VT"
"05673",44.200827,-72.848134,"44.200827:-72.848134","VT"
"05674",44.108529,-72.852488,"44.108529:-72.852488","VT"
"05676",44.352331,-72.805656,"44.352331:-72.805656","VT"
"05733",43.840453,-73.092253,"43.840453:-73.092253","VT"
"05734",43.944874,-73.333950,"43.944874:-73.333950","VT"
"05753",43.999029,-73.176136,"43.999029:-73.176136","VT"
"06002",41.852981,-72.736005,"41.852981:-72.736005","CT"
"06010",41.681368,-72.940490,"41.681368:-72.940490","CT"
"06023",41.615878,-72.720382,"41.615878:-72.720382","CT"
"06033",41.699979,-72.550419,"41.699979:-72.550419","CT"
"06037",41.603421,-72.776083,"41.603421:-72.776083","CT"
"06040",41.762222,-72.522655,"41.762222:-72.522655","CT"
"06043",41.766414,-72.438889,"41.766414:-72.438889","CT"
"06051",41.667447,-72.770214,"41.667447:-72.770214","CT"
"06052",41.657118,-72.803642,"41.657118:-72.803642","CT"
"06053",41.690259,-72.791084,"41.690259:-72.791084","CT"
"06062",41.673817,-72.854160,"41.673817:-72.854160","CT"
"06067",41.656396,-72.669886,"41.656396:-72.669886","CT"
"06071",41.990812,-72.436453,"41.990812:-72.436453","CT"
"06073",41.645614,-72.566352,"41.645614:-72.566352","CT"
"06095",41.863194,-72.679525,"41.863194:-72.679525","CT"
"06108",41.777484,-72.621944,"41.777484:-72.621944","CT"
"06109",41.697806,-72.657788,"41.697806:-72.657788","CT"
"06111",41.685889,-72.731474,"41.685889:-72.731474","CT"
"06114",41.740216,-72.674882,"41.740216:-72.674882","CT"
"06117",41.777870,-72.756911,"41.777870:-72.756911","CT"
"06118",41.748750,-72.613704,"41.748750:-72.613704","CT"
"06133",41.750200,-72.705000,"41.750200:-72.705000","CT"
"06231",41.628816,-72.373095,"41.628816:-72.373095","CT"
"06248",41.687935,-72.402115,"41.687935:-72.402115","CT"
"06249",41.626576,-72.245833,"41.626576:-72.245833","CT"
"06333",41.376501,-72.236964,"41.376501:-72.236964","CT"
"06370",41.465366,-72.191930,"41.465366:-72.191930","CT"
"06371",41.359226,-72.341172,"41.359226:-72.341172","CT"
"06385",41.358637,-72.160086,"41.358637:-72.160086","CT"
"06403",41.436511,-73.058810,"41.436511:-73.058810","CT"
"06405",41.283154,-72.796443,"41.283154:-72.796443","CT"
"06409",41.348925,-72.413232,"41.348925:-72.413232","CT"
"06410",41.505875,-72.908242,"41.505875:-72.908242","CT"
"06412",41.404863,-72.481793,"41.404863:-72.481793","CT"
"06413",41.298722,-72.535996,"41.298722:-72.535996","CT"
"06414",41.563600,-72.556800,"41.563600:-72.556800","CT"
"06415",41.546794,-72.342931,"41.546794:-72.342931","CT"
"06416",41.606133,-72.666812,"41.606133:-72.666812","CT"
"06417",41.368053,-72.453240,"41.368053:-72.453240","CT"
"06418",41.326886,-73.081896,"41.326886:-73.081896","CT"
"06419",41.373170,-72.579718,"41.373170:-72.579718","CT"
"06420",41.485775,-72.269776,"41.485775:-72.269776","CT"
"06422",41.461754,-72.677525,"41.461754:-72.677525","CT"
"06423",41.475914,-72.391838,"41.475914:-72.391838","CT"
"06424",41.553973,-72.496736,"41.553973:-72.496736","CT"
"06426",41.349058,-72.402204,"41.349058:-72.402204","CT"
"06437",41.338580,-72.689532,"41.338580:-72.689532","CT"
"06438",41.460544,-72.504362,"41.460544:-72.504362","CT"
"06441",41.462974,-72.582682,"41.462974:-72.582682","CT"
"06442",41.347904,-72.446070,"41.347904:-72.446070","CT"
"06443",41.343418,-72.601912,"41.343418:-72.601912","CT"
"06444",41.562500,-72.934300,"41.562500:-72.934300","CT"
"06447",41.637948,-72.455882,"41.637948:-72.455882","CT"
"06450",41.537229,-72.779368,"41.537229:-72.779368","CT"
"06451",41.538363,-72.818792,"41.538363:-72.818792","CT"
"06455",41.515715,-72.713110,"41.515715:-72.713110","CT"
"06456",41.556800,-72.554800,"41.556800:-72.554800","CT"
"06457",41.549521,-72.651825,"41.549521:-72.651825","CT"
"06469",41.510894,-72.443330,"41.510894:-72.443330","CT"
"06471",41.338705,-72.780914,"41.338705:-72.780914","CT"
"06472",41.376411,-72.769162,"41.376411:-72.769162","CT"
"06473",41.383474,-72.859470,"41.383474:-72.859470","CT"
"06475",41.301527,-72.387936,"41.301527:-72.387936","CT"
"06479",41.577707,-72.900673,"41.577707:-72.900673","CT"
"06480",41.598382,-72.589099,"41.598382:-72.589099","CT"
"06481",41.534506,-72.699706,"41.534506:-72.699706","CT"
"06489",41.600693,-72.876222,"41.600693:-72.876222","CT"
"06492",41.456625,-72.810304,"41.456625:-72.810304","CT"
"06498",41.308479,-72.465275,"41.308479:-72.465275","CT"
"06511",41.309418,-72.924686,"41.309418:-72.924686","CT"
"06511",41.309418,-72.924686,"41.309418:-72.924686","NJ"
"06512",41.283517,-72.866298,"41.283517:-72.866298","CT"
"06513",41.315555,-72.863610,"41.315555:-72.863610","CT"
"06514",41.371201,-72.939707,"41.371201:-72.939707","CT"
"06515",41.329074,-72.969592,"41.329074:-72.969592","CT"
"06516",41.273170,-72.959573,"41.273170:-72.959573","CT"
"06517",41.350618,-72.904194,"41.350618:-72.904194","CT"
"06518",41.417583,-72.907432,"41.417583:-72.907432","CT"
"06519",41.293437,-72.937670,"41.293437:-72.937670","CT"
"06716",41.598904,-72.977545,"41.598904:-72.977545","CT"
"06754",41.787124,-73.357460,"41.787124:-73.357460","CT"
"06756",41.844544,-73.236882,"41.844544:-73.236882","CT"
"06758",41.677197,-73.243071,"41.677197:-73.243071","CT"
"06759",41.755640,-73.218392,"41.755640:-73.218392","CT"
"06763",41.690327,-73.208430,"41.690327:-73.208430","CT"
"06770",41.487861,-73.052880,"41.487861:-73.052880","CT"
"06779",41.595414,-73.080204,"41.595414:-73.080204","CT"
"06786",41.664262,-73.026039,"41.664262:-73.026039","CT"
"06787",41.656803,-73.096012,"41.656803:-73.096012","CT"
"06790",41.839633,-73.126070,"41.839633:-73.126070","CT"
"06791",41.752989,-73.059862,"41.752989:-73.059862","CT"
"06792",41.770000,-73.060000,"41.770000:-73.060000","CT"
"06795",41.615192,-73.114120,"41.615192:-73.114120","CT"
"07003",40.808510,-74.187986,"40.808510:-74.187986","NJ"
"07006",40.854771,-74.284949,"40.854771:-74.284949","NJ"
"07009",40.857168,-74.228125,"40.857168:-74.228125","NJ"
"07011",40.878262,-74.142536,"40.878262:-74.142536","NJ"
"07012",40.848174,-74.161005,"40.848174:-74.161005","NJ"
"07013",40.873540,-74.169158,"40.873540:-74.169158","NJ"
"07021",40.823690,-74.279738,"40.823690:-74.279738","NJ"
"07024",40.848516,-73.969654,"40.848516:-73.969654","NJ"
"07026",40.877840,-74.110880,"40.877840:-74.110880","NJ"
"07028",40.808126,-74.204774,"40.808126:-74.204774","NJ"
"07032",40.751805,-74.119776,"40.751805:-74.119776","NJ"
"07040",40.736917,-74.267956,"40.736917:-74.267956","NJ"
"07042",40.811988,-74.215975,"40.811988:-74.215975","NJ"
"07043",40.847066,-74.200480,"40.847066:-74.200480","NJ"
"07045",40.914421,-74.366953,"40.914421:-74.366953","NJ"
"07052",40.791360,-74.262990,"40.791360:-74.262990","NJ"
"07054",40.854216,-74.404497,"40.854216:-74.404497","NJ"
"07068",40.823227,-74.305498,"40.823227:-74.305498","NJ"
"07070",40.826191,-74.108240,"40.826191:-74.108240","NJ"
"07072",40.828115,-74.066646,"40.828115:-74.066646","NJ"
"07074",40.839267,-74.058904,"40.839267:-74.058904","NJ"
"07075",40.851668,-74.086864,"40.851668:-74.086864","NJ"
"07078",40.739018,-74.332002,"40.739018:-74.332002","NJ"
"07082",40.925551,-74.347589,"40.925551:-74.347589","NJ"
"07094",40.778264,-74.064532,"40.778264:-74.064532","NJ"
"07110",40.821634,-74.156726,"40.821634:-74.156726","NJ"
"07407",40.905696,-74.117889,"40.905696:-74.117889","NJ"
"07410",40.936252,-74.119497,"40.936252:-74.119497","NJ"
"07417",41.012290,-74.208029,"41.012290:-74.208029","NJ"
"07421",41.164454,-74.354031,"41.164454:-74.354031","NJ"
"07423",40.999384,-74.099812,"40.999384:-74.099812","NJ"
"07424",40.883560,-74.216776,"40.883560:-74.216776","NJ"
"07430",41.077976,-74.176374,"41.077976:-74.176374","NJ"
"07432",40.994870,-74.142414,"40.994870:-74.142414","NJ"
"07436",41.028064,-74.237178,"41.028064:-74.237178","NJ"
"07439",41.078874,-74.596249,"41.078874:-74.596249","NJ"
"07440",40.947294,-74.295484,"40.947294:-74.295484","NJ"
"07446",41.060624,-74.144466,"41.060624:-74.144466","NJ"
"07450",40.981450,-74.110992,"40.981450:-74.110992","NJ"
"07452",40.960638,-74.123216,"40.960638:-74.123216","NJ"
"07456",41.111832,-74.279671,"41.111832:-74.279671","NJ"
"07458",41.045696,-74.097748,"41.045696:-74.097748","NJ"
"07463",41.013875,-74.122565,"41.013875:-74.122565","NJ"
"07470",40.948353,-74.242410,"40.948353:-74.242410","NJ"
"07480",41.083456,-74.379682,"41.083456:-74.379682","NJ"
"07481",40.998520,-74.165079,"40.998520:-74.165079","NJ"
"07506",40.958820,-74.156467,"40.958820:-74.156467","NJ"
"07508",40.953837,-74.199525,"40.953837:-74.199525","NJ"
"07601",40.886144,-74.046312,"40.886144:-74.046312","NJ"
"07604",40.862624,-74.074318,"40.862624:-74.074318","NJ"
"07607",40.902152,-74.061490,"40.902152:-74.061490","NJ"
"07621",40.923094,-73.998585,"40.923094:-73.998585","NJ"
"07624",40.970804,-73.968137,"40.970804:-73.968137","NJ"
"07628",40.945685,-73.993193,"40.945685:-73.993193","NJ"
"07630",40.974636,-74.028650,"40.974636:-74.028650","NJ"
"07631",40.889551,-73.972656,"40.889551:-73.972656","NJ"
"07632",40.882714,-73.947163,"40.882714:-73.947163","NJ"
"07640",40.990544,-73.980791,"40.990544:-73.980791","NJ"
"07641",40.961772,-74.000627,"40.961772:-74.000627","NJ"
"07642",41.006930,-74.048312,"41.006930:-74.048312","NJ"
"07643",40.843804,-74.045945,"40.843804:-74.045945","NJ"
"07644",40.878301,-74.081916,"40.878301:-74.081916","NJ"
"07645",41.054986,-74.045945,"41.054986:-74.045945","NJ"
"07646",40.932608,-74.018460,"40.932608:-74.018460","NJ"
"07647",41.008074,-73.945400,"41.008074:-73.945400","NJ"
"07648",40.993784,-73.948430,"40.993784:-73.948430","NJ"
"07649",40.956250,-74.026897,"40.956250:-74.026897","NJ"
"07652",40.944590,-74.070169,"40.944590:-74.070169","NJ"
"07656",41.035313,-74.044024,"41.035313:-74.044024","NJ"
"07657",40.829894,-74.011812,"40.829894:-74.011812","NJ"
"07661",40.926371,-74.038052,"40.926371:-74.038052","NJ"
"07662",40.905451,-74.079832,"40.905451:-74.079832","NJ"
"07663",40.905218,-74.096050,"40.905218:-74.096050","NJ"
"07670",40.916003,-73.952052,"40.916003:-73.952052","NJ"
"07675",41.009864,-74.007072,"41.009864:-74.007072","NJ"
"07676",40.988744,-74.063214,"40.988744:-74.063214","NJ"
"07677",41.029927,-74.055362,"41.029927:-74.055362","NJ"
"07735",40.439540,-74.196676,"40.439540:-74.196676","NJ"
"07830",40.715336,-74.802461,"40.715336:-74.802461","NJ"
"08012",39.785363,-75.050033,"39.785363:-75.050033","WA"
"08603",40.216700,-74.743300,"40.216700:-74.743300","NJ"
"08801",40.633050,-74.891656,"40.633050:-74.891656","NJ"
"08802",40.679498,-75.032129,"40.679498:-75.032129","NJ"
"08803",40.521700,-75.006600,"40.521700:-75.006600","NJ"
"08804",40.643578,-75.097413,"40.643578:-75.097413","NJ"
"08807",40.592786,-74.616295,"40.592786:-74.616295","NJ"
"08809",40.656346,-74.926185,"40.656346:-74.926185","NJ"
"08821",40.520553,-74.681953,"40.520553:-74.681953","NJ"
"08822",40.518392,-74.868072,"40.518392:-74.868072","NJ"
"08826",40.718648,-74.905880,"40.718648:-74.905880","NJ"
"08827",40.672857,-74.975125,"40.672857:-74.975125","NJ"
"08833",40.643468,-74.819990,"40.643468:-74.819990","NJ"
"08848",40.585373,-75.102426,"40.585373:-75.102426","NJ"
"08867",40.571264,-74.972265,"40.571264:-74.972265","NJ"
"08868",40.565800,-74.941800,"40.565800:-74.941800","NJ"
"10001",40.750800,-73.996122,"40.750800:-73.996122","AR"
"10001",40.750800,-73.996122,"40.750800:-73.996122","NY"
"10016",40.744594,-73.978088,"40.744594:-73.978088","NY"
"10179",40.714300,-74.006700,"40.714300:-74.006700","KY"
"10913",41.069061,-73.959870,"41.069061:-73.959870","NY"
"10952",41.117866,-74.082053,"41.117866:-74.082053","NY"
"10954",41.095640,-74.011084,"41.095640:-74.011084","NY"
"10956",41.155532,-73.990751,"41.155532:-73.990751","NY"
"10960",41.085586,-73.918246,"41.085586:-73.918246","NY"
"10965",41.061656,-74.012633,"41.061656:-74.012633","NY"
"10970",41.191419,-74.083108,"41.191419:-74.083108","NY"
"10974",41.159623,-74.153875,"41.159623:-74.153875","NY"
"10980",41.247299,-74.036032,"41.247299:-74.036032","NY"
"10987",41.208100,-74.245117,"41.208100:-74.245117","NY"
"11433",40.697441,-73.786854,"40.697441:-73.786854","NY"
"11705",40.749000,-73.055410,"40.749000:-73.055410","MD"
"11746",40.814981,-73.362894,"40.814981:-73.362894","NY"
"11776",40.913040,-73.042800,"40.913040:-73.042800","AZ"
"12121",42.851921,-73.600916,"42.851921:-73.600916","NJ"
"12345",42.814500,-73.940300,"42.814500:-73.940300","NY"
"14445",43.111453,-77.496672,"43.111453:-77.496672","NY"
"14450",43.104336,-77.426228,"43.104336:-77.426228","NY"
"14467",43.043294,-77.614181,"43.043294:-77.614181","NY"
"14534",43.054901,-77.522972,"43.054901:-77.522972","NY"
"14605",43.166867,-77.604104,"43.166867:-77.604104","NY"
"14606",43.171926,-77.692254,"43.171926:-77.692254","NY"
"14609",43.178447,-77.551366,"43.178447:-77.551366","NY"
"14610",43.145395,-77.546451,"43.145395:-77.546451","NY"
"14611",43.141007,-77.650657,"43.141007:-77.650657","NY"
"14613",43.180514,-77.639840,"43.180514:-77.639840","NY"
"14615",43.210731,-77.650142,"43.210731:-77.650142","NY"
"14618",43.115520,-77.555686,"43.115520:-77.555686","NY"
"14619",43.135560,-77.649299,"43.135560:-77.649299","NY"
"14621",43.187003,-77.600342,"43.187003:-77.600342","NY"
"14625",43.149856,-77.507951,"43.149856:-77.507951","NY"
"15074",40.732299,-80.229258,"40.732299:-80.229258","MI"
"15122",40.362986,-79.901734,"40.362986:-79.901734","PA"
"15132",40.338018,-79.850124,"40.338018:-79.850124","PA"
"15136",40.471952,-80.109288,"40.471952:-80.109288","PA"
"15145",40.412114,-79.823719,"40.412114:-79.823719","PA"
"15147",40.495048,-79.831778,"40.495048:-79.831778","PA"
"15204",40.455778,-80.060972,"40.455778:-80.060972","PA"
"15205",40.435089,-80.108698,"40.435089:-80.108698","PA"
"15206",40.467710,-79.911112,"40.467710:-79.911112","PA"
"15210",40.405768,-79.983661,"40.405768:-79.983661","PA"
"15212",40.467755,-80.012140,"40.467755:-80.012140","PA"
"15214",40.483219,-80.015918,"40.483219:-80.015918","PA"
"15219",40.443321,-79.997339,"40.443321:-79.997339","PA"
"15220",40.418232,-80.049084,"40.418232:-80.049084","PA"
"15221",40.436124,-79.867330,"40.436124:-79.867330","PA"
"15226",40.399460,-80.015886,"40.399460:-80.015886","PA"
"15233",40.460517,-80.032052,"40.460517:-80.032052","PA"
"15235",40.460122,-79.835972,"40.460122:-79.835972","PA"
"17250",39.736400,-77.535300,"39.736400:-77.535300","TX"
"17349",39.776408,-76.684534,"39.776408:-76.684534","PA"
"18069",40.623466,-75.622248,"40.623466:-75.622248","PA"
"18103",40.573712,-75.481788,"40.573712:-75.481788","WA"
"18938",40.353916,-75.001612,"40.353916:-75.001612","PA"
"19013",39.842326,-75.380796,"39.842326:-75.380796","PA"
"19023",39.918090,-75.269201,"39.918090:-75.269201","PA"
"19050",39.936266,-75.262277,"39.936266:-75.262277","PA"
"19082",39.959612,-75.272442,"39.959612:-75.272442","PA"
"19104",39.964046,-75.197184,"39.964046:-75.197184","PA"
"19119",40.052659,-75.189469,"40.052659:-75.189469","PA"
"19120",40.033310,-75.117491,"40.033310:-75.117491","PA"
"19121",39.983622,-75.181244,"39.983622:-75.181244","PA"
"19124",40.017080,-75.094260,"40.017080:-75.094260","PA"
"19126",40.056626,-75.136144,"40.056626:-75.136144","PA"
"19128",40.047188,-75.229979,"40.047188:-75.229979","NV"
"19130",39.967428,-75.176708,"39.967428:-75.176708","PA"
"19131",39.989250,-75.221153,"39.989250:-75.221153","PA"
"19132",39.996464,-75.172406,"39.996464:-75.172406","PA"
"19135",40.019890,-75.049096,"40.019890:-75.049096","PA"
"19138",40.056366,-75.161424,"40.056366:-75.161424","PA"
"19139",39.963129,-75.234898,"39.963129:-75.234898","PA"
"19140",40.012192,-75.146265,"40.012192:-75.146265","PA"
"19141",40.037220,-75.147024,"40.037220:-75.147024","PA"
"19142",39.922680,-75.233545,"39.922680:-75.233545","PA"
"19143",39.941018,-75.228165,"39.941018:-75.228165","PA"
"19144",40.031656,-75.179835,"40.031656:-75.179835","PA"
"19145",39.915376,-75.191842,"39.915376:-75.191842","PA"
"19146",39.939145,-75.185452,"39.939145:-75.185452","PA"
"19147",39.936478,-75.151858,"39.936478:-75.151858","PA"
"19148",39.911896,-75.151445,"39.911896:-75.151445","PA"
"19150",40.072539,-75.171249,"40.072539:-75.171249","PA"
"19151",39.977616,-75.258772,"39.977616:-75.258772","PA"
"19153",39.887884,-75.255870,"39.887884:-75.255870","PA"
"19312",40.031943,-75.455506,"40.031943:-75.455506","PA"
"19320",39.970990,-75.826524,"39.970990:-75.826524","PA"
"19335",40.031224,-75.720960,"40.031224:-75.720960","PA"
"19341",40.039434,-75.638144,"40.039434:-75.638144","PA"
"19343",40.100872,-75.757444,"40.100872:-75.757444","PA"
"19344",40.085124,-75.873596,"40.085124:-75.873596","PA"
"19355",40.041973,-75.533698,"40.041973:-75.533698","PA"
"19365",39.962080,-75.923936,"39.962080:-75.923936","PA"
"19372",39.998759,-75.759773,"39.998759:-75.759773","PA"
"19380",39.989232,-75.611876,"39.989232:-75.611876","PA"
"19382",39.923246,-75.615631,"39.923246:-75.615631","PA"
"19425",40.101054,-75.640734,"40.101054:-75.640734","PA"
"19507",40.487354,-76.306788,"40.487354:-76.306788","TX"
"20001",38.910717,-77.016660,"38.910717:-77.016660","DC"
"20002",38.908089,-76.976663,"38.908089:-76.976663","DC"
"20003",38.877752,-76.986546,"38.877752:-76.986546","DC"
"20004",38.892444,-77.020588,"38.892444:-77.020588","DC"
"20005",38.904224,-77.031798,"38.904224:-77.031798","DC"
"20007",38.914063,-77.077395,"38.914063:-77.077395","DC"
"20008",38.935771,-77.059213,"38.935771:-77.059213","DC"
"20009",38.920392,-77.038564,"38.920392:-77.038564","DC"
"20010",38.932965,-77.030066,"38.932965:-77.030066","DC"
"20011",38.950224,-77.019714,"38.950224:-77.019714","DC"
"20012",38.978270,-77.028530,"38.978270:-77.028530","DC"
"20015",38.968290,-77.064974,"38.968290:-77.064974","DC"
"20016",38.936840,-77.093123,"38.936840:-77.093123","VA"
"20016",38.936840,-77.093123,"38.936840:-77.093123","MD"
"20016",38.936840,-77.093123,"38.936840:-77.093123","DC"
"20017",38.937006,-76.993674,"38.937006:-76.993674","MD"
"20017",38.937006,-76.993674,"38.937006:-76.993674","DC"
"20018",38.930038,-76.969962,"38.930038:-76.969962","DC"
"20019",38.892782,-76.940510,"38.892782:-76.940510","DC"
"20020",38.862289,-76.972960,"38.862289:-76.972960","DC"
"20024",38.870368,-77.036701,"38.870368:-77.036701","DC"
"20032",38.830147,-77.009214,"38.830147:-77.009214","MD"
"20032",38.830147,-77.009214,"38.830147:-77.009214","DC"
"20037",38.898708,-77.053967,"38.898708:-77.053967","DC"
"20071",38.895000,-77.036700,"38.895000:-77.036700","MD"
"20105",38.960832,-77.604350,"38.960832:-77.604350","VA"
"20109",38.793688,-77.536450,"38.793688:-77.536450","VA"
"20110",38.746216,-77.489106,"38.746216:-77.489106","VA"
"20111",38.753198,-77.429954,"38.753198:-77.429954","VA"
"20112",38.664840,-77.433900,"38.664840:-77.433900","VA"
"20120",38.859810,-77.466616,"38.859810:-77.466616","VA"
"20121",38.815894,-77.460849,"38.815894:-77.460849","UT"
"20121",38.815894,-77.460849,"38.815894:-77.460849","VA"
"20124",38.775973,-77.388066,"38.775973:-77.388066","VA"
"20129",39.163444,-77.601207,"39.163444:-77.601207","VA"
"20132",39.173958,-77.732530,"39.173958:-77.732530","VA"
"20136",38.736614,-77.546642,"38.736614:-77.546642","VA"
"20143",38.848754,-77.566119,"38.848754:-77.566119","VA"
"20147",39.039572,-77.481613,"39.039572:-77.481613","VA"
"20148",39.001489,-77.515588,"39.001489:-77.515588","VA"
"20151",38.886153,-77.450992,"38.886153:-77.450992","VA"
"20152",38.892217,-77.509827,"38.892217:-77.509827","VA"
"20155",38.813292,-77.633941,"38.813292:-77.633941","VA"
"20164",39.014127,-77.399912,"39.014127:-77.399912","VA"
"20165",39.047357,-77.386479,"39.047357:-77.386479","VA"
"20166",38.982834,-77.471524,"38.982834:-77.471524","VA"
"20169",38.869358,-77.639786,"38.869358:-77.639786","VA"
"20170",38.983721,-77.382758,"38.983721:-77.382758","VA"
"20171",38.926604,-77.391188,"38.926604:-77.391188","VA"
"20175",39.052271,-77.603577,"39.052271:-77.603577","VA"
"20176",39.160038,-77.521852,"39.160038:-77.521852","VA"
"20178",39.116900,-77.556400,"39.116900:-77.556400","MD"
"20181",38.690627,-77.573274,"38.690627:-77.573274","VA"
"20190",38.960974,-77.342467,"38.960974:-77.342467","VA"
"20191",38.931120,-77.351394,"38.931120:-77.351394","VA"
"20194",38.982667,-77.341454,"38.982667:-77.341454","VA"
"20197",39.192409,-77.625300,"39.192409:-77.625300","VA"
"20416",38.895100,-77.036900,"38.895100:-77.036900","KY"
"20470",38.895100,-77.036900,"38.895100:-77.036900","DC"
"20511",38.980000,-77.050000,"38.980000:-77.050000","DC"
"20601",38.613661,-76.870530,"38.613661:-76.870530","MD"
"20603",38.625891,-76.978280,"38.625891:-76.978280","MD"
"20607",38.660282,-77.001033,"38.660282:-77.001033","MD"
"20613",38.650550,-76.814481,"38.650550:-76.814481","MD"
"20646",38.511838,-77.006760,"38.511838:-77.006760","MD"
"20705",39.043221,-76.886123,"39.043221:-76.886123","MD"
"20706",38.960659,-76.854733,"38.960659:-76.854733","MD"
"20707",39.096924,-76.882979,"39.096924:-76.882979","MD"
